DATE,SERIES,OPEN,HIGH,LOW,"PREV. CLOSE",LTP,CLOSE,VWAP,"52W H","52W L",VOLUME,VALUE,"NO. OF  TRADES"
04-Jul-2023,EQ,588.20,595.95,582.25,585.45,588.90,589.25,590.37,629.55,466.85,24799250,"14,64,08,54,129.20",350400
03-Jul-2023,EQ,574.50,586.35,573.90,572.85,585.40,585.45,581.26,629.55,466.85,15421985,"8,96,41,44,325.90",211446
30-Jun-2023,EQ,574.00,574.00,570.20,569.80,572.35,572.85,572.30,629.55,458.00,8718232,"4,98,94,42,645.40",155913
28-Jun-2023,EQ,572.25,574.00,568.55,566.10,571.00,569.80,571.17,629.55,458.00,18028934,"10,29,76,58,917.65",243601
27-Jun-2023,EQ,558.25,567.95,555.65,557.05,567.30,566.10,560.63,629.55,458.00,10694768,"5,99,57,85,528.20",211284
26-Jun-2023,EQ,556.00,558.50,554.50,554.60,557.35,557.05,556.75,629.55,458.00,8360264,"4,65,46,18,050.30",164198
23-Jun-2023,EQ,562.00,562.10,553.80,562.95,555.45,554.60,556.89,629.55,430.70,12215712,"6,80,28,03,838.55",218058
22-Jun-2023,EQ,566.35,569.00,561.05,566.35,562.90,562.95,564.62,629.55,430.70,14979063,"8,45,74,57,302.25",199200
21-Jun-2023,EQ,567.40,569.50,565.65,567.40,566.30,566.35,567.46,629.55,430.70,14946871,"8,48,17,84,144.45",219147
20-Jun-2023,EQ,568.85,569.45,562.55,568.85,568.00,567.40,565.75,629.55,430.70,14549152,"8,23,11,66,324.45",216416
19-Jun-2023,EQ,571.25,572.75,565.90,571.25,569.20,568.85,568.29,629.55,430.70,17903691,"10,17,44,91,934.45",213062
16-Jun-2023,EQ,568.75,574.70,567.05,566.50,570.00,571.25,570.69,629.55,430.70,12660226,"7,22,50,83,719.50",178755
15-Jun-2023,EQ,576.00,576.70,565.25,576.55,566.75,566.50,571.49,629.55,430.70,17934877,"10,24,95,89,135.90",232221
14-Jun-2023,EQ,577.00,578.55,575.25,576.40,576.35,576.55,576.96,629.55,430.70,8948696,"5,16,30,47,228.70",122388
13-Jun-2023,EQ,579.45,581.40,574.25,578.65,576.35,576.40,576.44,629.55,430.70,12612098,"7,27,00,79,551.55",198530
12-Jun-2023,EQ,580.00,581.50,577.70,578.70,578.55,578.65,579.37,629.55,430.70,8786066,"5,09,03,56,083.85",129364
09-Jun-2023,EQ,588.00,589.10,576.75,588.50,578.80,578.70,580.81,629.55,430.70,18870272,"10,96,00,50,604.80",253490
08-Jun-2023,EQ,589.95,593.95,586.35,589.20,588.00,588.50,591.21,629.55,430.70,15971917,"9,44,27,24,430.85",140988
07-Jun-2023,EQ,588.00,590.60,586.00,585.35,588.80,589.20,588.49,629.55,430.70,11113781,"6,54,03,71,617.50",170307
06-Jun-2023,EQ,588.00,588.90,583.00,587.20,586.00,585.35,585.23,629.55,430.70,11199940,"6,55,45,43,425.95",140444
05-Jun-2023,EQ,588.50,589.80,586.00,587.20,587.00,587.20,587.86,629.55,430.70,12920507,"7,59,54,73,740.25",143514
02-Jun-2023,EQ,584.70,588.90,583.00,582.75,586.60,587.20,586.45,629.55,430.70,11323908,"6,64,09,01,519.45",157397
01-Jun-2023,EQ,581.80,586.40,581.00,579.85,583.05,582.75,584.03,629.55,430.70,17820226,"10,40,75,10,474.15",170662
31-May-2023,EQ,583.80,584.80,577.50,592.80,581.00,579.85,581.09,629.55,430.70,28797643,"16,73,39,58,686.45",209733
30-May-2023,EQ,595.00,595.50,591.50,595.00,592.95,592.80,593.57,629.55,430.70,15031640,"8,92,22,77,742.60",156739
29-May-2023,EQ,590.00,596.40,588.05,586.00,594.60,595.00,593.50,629.55,430.70,18432231,"10,93,96,16,927.30",323484
26-May-2023,EQ,581.25,587.75,580.55,581.25,585.75,586.00,585.13,629.55,430.70,9788076,"5,72,73,06,518.30",117540
25-May-2023,EQ,582.00,582.90,577.00,582.70,580.70,581.25,580.06,629.55,430.70,16479436,"9,55,91,18,791.75",151117
24-May-2023,EQ,579.80,585.25,578.25,581.60,582.00,582.70,583.06,629.55,430.70,17616658,"10,27,16,55,251.50",158808
23-May-2023,EQ,578.90,583.70,576.80,577.15,580.30,581.60,580.66,629.55,430.70,16120548,"9,36,05,57,915.40",154666
22-May-2023,EQ,577.50,580.30,573.45,575.15,576.55,577.15,577.12,629.55,430.70,21484049,"12,39,88,69,154.95",205172
19-May-2023,EQ,579.00,586.25,569.90,574.20,575.65,575.15,576.07,629.55,430.70,42293962,"24,36,42,73,546.75",351340
18-May-2023,EQ,590.30,593.90,571.40,586.30,576.35,574.20,583.00,629.55,430.70,45656620,"26,61,76,35,078.25",403645
17-May-2023,EQ,586.00,590.50,579.50,586.30,587.20,586.30,584.82,629.55,430.70,23739774,"13,88,33,95,488.50",251054
16-May-2023,EQ,584.00,590.40,582.00,581.90,585.95,586.30,586.03,629.55,430.70,22178229,"12,99,71,34,028.50",233142
15-May-2023,EQ,578.75,584.00,574.65,578.15,582.05,581.90,581.35,629.55,430.70,11410243,"6,63,33,67,008.50",176477
12-May-2023,EQ,574.70,580.75,571.55,573.45,578.10,578.15,576.81,629.55,430.70,11319335,"6,52,91,01,795.50",148890
11-May-2023,EQ,572.20,580.00,572.00,572.20,573.70,573.45,574.59,629.55,430.70,16016715,"9,20,31,23,584.55",183896
10-May-2023,EQ,575.00,575.00,563.25,573.50,572.15,572.20,568.87,629.55,430.70,18561315,"10,55,90,52,709.10",223302
09-May-2023,EQ,585.00,586.45,572.10,583.60,573.70,573.50,576.83,629.55,430.70,18959065,"10,93,61,67,606.40",247801
08-May-2023,EQ,577.65,587.60,577.35,576.50,584.60,583.60,582.04,629.55,430.70,12990869,"7,56,11,57,898.55",159186
05-May-2023,EQ,580.20,588.25,575.05,580.00,576.45,576.50,582.81,629.55,430.70,18163461,"10,58,59,37,155.00",182941
04-May-2023,EQ,570.20,580.80,568.50,570.50,579.45,580.00,576.93,629.55,430.70,12533761,"7,23,11,05,959.65",155082
03-May-2023,EQ,570.65,575.00,569.00,575.30,569.90,570.50,572.27,629.55,430.70,9699527,"5,55,07,86,227.05",151234
02-May-2023,EQ,580.00,580.85,573.15,578.30,574.40,575.30,577.47,629.55,430.70,13667511,"7,89,25,86,303.30",272846
28-Apr-2023,EQ,567.80,580.45,565.50,564.75,576.10,578.30,572.14,629.55,430.70,16183423,"9,25,91,24,491.90",172070
27-Apr-2023,EQ,565.00,567.40,561.10,566.35,564.45,564.75,564.04,629.55,430.70,17845169,"10,06,53,43,831.20",213129
26-Apr-2023,EQ,562.00,567.00,556.45,561.80,567.00,566.35,562.67,629.55,430.70,23143882,"13,02,24,69,078.50",195651
25-Apr-2023,EQ,555.00,567.90,555.00,554.60,561.35,561.80,562.34,629.55,430.70,38142390,"21,44,89,99,021.65",250488
24-Apr-2023,EQ,543.80,555.55,543.50,543.15,553.80,554.60,550.47,629.55,430.70,23335611,"12,84,55,92,513.85",210456
21-Apr-2023,EQ,545.00,546.40,539.70,544.80,542.30,543.15,542.35,629.55,430.70,22599418,"12,25,67,95,887.05",188920
20-Apr-2023,EQ,541.20,545.45,536.65,540.30,544.35,544.80,541.56,629.55,430.70,25588577,"13,85,76,34,831.90",146793
19-Apr-2023,EQ,544.00,547.50,538.25,545.85,539.40,540.30,543.32,629.55,430.70,21156372,"11,49,47,63,710.95",142208
18-Apr-2023,EQ,545.35,548.50,540.50,544.00,545.25,545.85,545.32,629.55,430.70,22283456,"12,15,16,54,395.50",218269
17-Apr-2023,EQ,528.00,545.00,528.00,532.95,544.40,544.00,539.11,629.55,430.70,32476990,"17,50,87,92,556.85",229953
13-Apr-2023,EQ,529.30,534.25,527.15,528.20,533.40,532.95,530.40,629.55,430.70,28597560,"15,16,82,46,670.05",168188
12-Apr-2023,EQ,533.20,534.00,526.00,532.10,529.15,528.20,529.65,629.55,430.70,21292441,"11,27,75,64,811.00",170950
11-Apr-2023,EQ,530.85,535.70,527.15,526.30,532.50,532.10,533.07,629.55,430.70,26414406,"14,08,08,36,565.45",176416
10-Apr-2023,EQ,529.25,530.40,524.40,527.65,525.70,526.30,527.28,629.55,430.70,17335453,"9,14,06,93,489.70",138261
06-Apr-2023,EQ,524.00,533.70,521.65,523.00,527.70,527.65,528.66,629.55,430.70,25125879,"13,28,29,81,142.75",232693
05-Apr-2023,EQ,527.00,527.60,519.05,526.75,523.50,523.00,522.57,629.55,430.70,13574801,"7,09,38,06,223.30",174172
03-Apr-2023,EQ,524.75,528.50,522.10,523.75,525.60,526.75,525.94,629.55,430.70,14210949,"7,47,41,13,454.40",137769
31-Mar-2023,EQ,520.65,524.90,519.35,516.50,523.00,523.75,522.06,629.55,430.70,17356345,"9,06,11,33,003.00",210617
29-Mar-2023,EQ,509.00,518.00,506.30,508.10,517.00,516.50,512.21,629.55,430.70,24203789,"12,39,74,77,065.00",216794
28-Mar-2023,EQ,511.45,511.75,503.85,510.15,509.00,508.10,507.96,629.55,430.70,15833599,"8,04,28,52,927.30",199721
27-Mar-2023,EQ,507.00,514.15,501.55,505.35,509.00,510.15,509.28,629.55,430.70,15674218,"7,98,26,18,562.65",224703
24-Mar-2023,EQ,514.50,514.95,503.45,512.75,505.50,505.35,510.24,629.55,430.70,14416984,"7,35,61,53,435.65",194898
23-Mar-2023,EQ,519.40,521.00,511.50,521.55,512.00,512.75,517.21,629.55,430.70,22097792,"11,42,91,12,837.45",261069
22-Mar-2023,EQ,522.20,527.00,520.10,521.85,521.55,521.55,523.63,629.55,430.70,11619538,"6,08,42,88,023.15",155900
21-Mar-2023,EQ,522.00,523.45,516.45,519.20,521.75,521.85,520.33,629.55,430.70,29485180,"15,34,19,48,084.50",295453
20-Mar-2023,EQ,526.60,526.60,515.00,529.80,520.00,519.20,518.98,629.55,430.70,14275315,"7,40,85,42,782.55",251690
17-Mar-2023,EQ,528.65,531.60,520.10,524.50,531.00,529.80,526.55,629.55,430.70,18787379,"9,89,25,76,528.70",185372
16-Mar-2023,EQ,518.40,529.35,514.30,517.55,525.65,524.50,521.02,629.55,430.70,20040008,"10,44,13,35,063.95",290873
15-Mar-2023,EQ,529.80,532.00,515.55,525.40,517.80,517.55,524.47,629.55,430.70,11282329,"5,91,72,58,639.80",252252
14-Mar-2023,EQ,527.65,532.80,520.00,530.00,526.00,525.40,524.87,629.55,430.70,14750800,"7,74,22,94,996.90",262481
13-Mar-2023,EQ,547.00,553.15,528.45,547.35,529.95,530.00,537.53,629.55,430.70,14373729,"7,72,63,10,525.70",211599
10-Mar-2023,EQ,553.10,554.95,545.00,558.90,547.65,547.35,548.40,629.55,425.00,11522371,"6,31,89,23,508.05",223557
09-Mar-2023,EQ,564.75,565.75,558.00,564.80,558.70,558.90,561.63,629.55,425.00,8993423,"5,05,09,51,266.70",129019
08-Mar-2023,EQ,560.00,565.50,556.45,561.70,564.00,564.80,561.23,629.55,425.00,12637578,"7,09,26,00,028.60",163357
06-Mar-2023,EQ,564.90,567.90,559.00,561.20,561.80,561.70,563.48,629.55,425.00,16162268,"9,10,70,45,455.25",199841
03-Mar-2023,EQ,542.00,564.30,541.75,533.75,561.00,561.20,557.80,629.55,425.00,27656538,"15,42,68,80,804.45",301105
02-Mar-2023,EQ,535.95,539.90,532.50,536.70,534.50,533.75,535.45,629.55,425.00,10376913,"5,55,62,84,341.95",150813
01-Mar-2023,EQ,523.25,537.40,523.10,522.80,536.25,536.70,532.39,629.55,425.00,13510198,"7,19,27,17,063.95",247974
28-Feb-2023,EQ,527.25,528.45,521.05,527.70,522.45,522.80,523.97,629.55,425.00,15768010,"8,26,20,22,278.80",138340
27-Feb-2023,EQ,521.10,529.80,519.00,521.05,527.50,527.70,525.49,629.55,425.00,11048799,"5,80,59,88,068.60",175532
24-Feb-2023,EQ,524.20,527.50,517.60,521.00,521.50,521.05,522.25,629.55,425.00,12253035,"6,39,91,75,579.85",174036
23-Feb-2023,EQ,516.95,524.00,511.35,516.35,522.85,521.00,518.82,629.55,425.00,15535085,"8,05,98,38,424.75",209593
22-Feb-2023,EQ,520.75,521.90,512.50,523.45,516.75,516.35,516.60,629.55,425.00,14763050,"7,62,65,22,439.50",279932
21-Feb-2023,EQ,527.10,528.95,522.40,525.15,523.80,523.45,525.46,629.55,425.00,10223218,"5,37,18,49,834.55",201064
20-Feb-2023,EQ,532.00,533.95,522.15,531.00,525.45,525.15,526.99,629.55,425.00,12570032,"6,62,42,34,423.90",207013
18-Feb-2025,EQ,727.70,728.25,717.35,727.70,725.50,725.80,723.76,912.00,711.55,8562003,"6,19,68,17,709.85",196786
17-Feb-2025,EQ,719.05,728.75,711.55,722.15,727.90,727.70,721.67,912.00,711.55,9093600,"6,56,25,43,848.90",219084
14-Feb-2025,EQ,730.95,732.90,716.20,727.65,720.80,722.15,724.57,912.00,702.15,10417539,"7,54,82,47,748.35",221611
13-Feb-2025,EQ,734.40,737.50,726.15,733.15,726.80,727.65,731.83,912.00,702.15,12370571,"9,05,31,89,302.10",213728
12-Feb-2025,EQ,733.15,738.70,717.15,731.10,732.95,733.15,729.15,912.00,702.15,12697743,"9,25,85,58,059.35",242862
11-Feb-2025,EQ,737.45,740.15,726.55,736.80,731.00,731.10,731.28,912.00,702.15,13017060,"9,51,91,45,846.95",236472
10-Feb-2025,EQ,740.00,743.90,733.40,737.20,736.50,736.80,737.43,912.00,702.15,12667049,"9,34,10,09,055.85",270972
07-Feb-2025,EQ,759.80,759.90,731.75,752.25,736.40,737.20,740.52,912.00,637.70,37240692,"27,57,74,11,008.65",578986
06-Feb-2025,EQ,769.00,770.85,750.05,766.05,753.95,752.25,758.86,912.00,637.70,32745391,"24,84,93,00,016.65",439301
05-Feb-2025,EQ,780.00,782.00,765.00,779.20,765.50,766.05,771.76,912.00,637.70,13419162,"10,35,63,28,683.05",283249
04-Feb-2025,EQ,767.00,781.25,765.65,760.95,778.50,779.20,776.12,912.00,637.70,12020807,"9,32,95,36,078.75",237155
03-Feb-2025,EQ,762.80,762.80,753.15,766.00,761.05,760.95,758.76,912.00,637.70,7862190,"5,96,54,88,760.55",182478
01-Feb-2025,EQ,774.80,778.75,752.15,772.90,766.40,766.00,765.95,912.00,615.60,9363077,"7,17,16,56,657.15",146411
31-Jan-2025,EQ,764.90,777.55,759.50,762.60,773.10,772.90,770.25,912.00,615.60,10083763,"7,76,69,79,527.60",213867
30-Jan-2025,EQ,758.55,765.00,754.75,758.45,764.50,762.60,760.64,912.00,615.60,11085824,"8,43,23,70,364.65",236993
29-Jan-2025,EQ,753.00,760.80,749.80,752.40,758.50,758.45,757.35,912.00,615.60,9251973,"7,00,69,56,312.60",267695
28-Jan-2025,EQ,757.00,759.75,745.40,749.20,752.15,752.40,752.61,912.00,615.60,14140860,"10,64,26,22,577.40",282284
27-Jan-2025,EQ,740.00,755.35,735.90,744.15,747.50,749.20,748.97,912.00,615.60,11433353,"8,56,32,57,255.50",227844
24-Jan-2025,EQ,749.90,753.70,739.00,745.90,744.50,744.15,746.32,912.00,600.65,10579213,"7,89,54,35,197.00",174627
23-Jan-2025,EQ,750.00,755.65,743.10,753.45,746.25,745.90,748.15,912.00,600.65,10986405,"8,21,94,65,974.00",220737
22-Jan-2025,EQ,762.00,763.00,738.00,759.05,753.45,753.45,749.23,912.00,600.65,9908339,"7,42,35,85,184.00",233659
21-Jan-2025,EQ,784.80,784.90,756.05,779.25,759.80,759.05,765.52,912.00,600.65,13751780,"10,52,73,21,816.95",278817
20-Jan-2025,EQ,769.00,785.00,767.85,764.10,778.50,779.25,778.03,912.00,600.65,9198929,"7,15,70,00,810.05",211086
17-Jan-2025,EQ,766.30,767.95,759.40,766.30,763.80,764.10,763.55,912.00,600.65,5766573,"4,40,30,52,207.15",147029
16-Jan-2025,EQ,760.40,776.70,760.40,753.70,767.00,766.30,768.15,912.00,600.65,11816079,"9,07,65,38,069.20",204032
15-Jan-2025,EQ,753.15,758.90,750.00,748.15,754.95,753.70,754.48,912.00,600.65,7792299,"5,87,91,31,387.45",225171
14-Jan-2025,EQ,732.95,757.00,732.95,729.50,750.50,748.15,748.73,912.00,600.65,11960975,"8,95,55,85,470.30",242233
13-Jan-2025,EQ,741.50,743.95,722.50,743.25,728.95,729.50,733.81,912.00,600.65,10414733,"7,64,24,74,249.65",254856
10-Jan-2025,EQ,760.35,763.40,742.05,760.45,744.80,743.25,748.01,912.00,600.65,11779296,"8,81,10,43,804.50",275478
09-Jan-2025,EQ,771.15,771.35,726.25,771.15,762.00,760.45,760.13,912.00,600.65,15351029,"11,66,87,46,480.15",258299
08-Jan-2025,EQ,780.90,783.95,760.10,778.75,771.35,771.15,767.67,912.00,600.65,15641490,"12,00,74,86,384.75",277739
07-Jan-2025,EQ,779.85,783.85,774.85,776.40,778.40,778.75,778.73,912.00,600.65,9669152,"7,52,96,20,598.70",188005
06-Jan-2025,EQ,797.40,797.60,773.15,793.40,778.40,776.40,781.47,912.00,600.65,11419367,"8,92,38,76,463.45",289818
03-Jan-2025,EQ,801.20,809.50,792.15,801.20,793.30,793.40,798.97,912.00,600.65,13336514,"10,65,54,90,014.65",208457
02-Jan-2025,EQ,795.00,802.40,787.00,793.20,802.25,801.20,795.88,912.00,600.65,11398319,"9,07,17,09,128.05",206144
01-Jan-2025,EQ,795.55,798.65,789.50,794.95,794.30,793.20,793.85,912.00,600.65,7273098,"5,77,37,33,671.35",125843
31-Dec-2024,EQ,786.95,799.20,786.00,788.30,796.00,794.95,794.69,912.00,600.65,9086044,"7,22,06,00,207.70",162712
30-Dec-2024,EQ,802.00,807.95,785.00,799.65,793.30,788.30,793.36,912.00,600.65,21515438,"17,06,95,91,751.15",317867
27-Dec-2024,EQ,816.30,818.30,797.20,812.45,800.85,799.65,806.26,912.00,600.65,10649800,"8,58,65,60,656.85",179691
26-Dec-2024,EQ,813.00,822.85,808.00,812.05,814.00,812.45,813.70,912.00,600.65,8318714,"6,76,89,03,488.30",145477
24-Dec-2024,EQ,824.25,826.20,809.20,821.15,813.00,812.05,814.35,912.00,600.65,10602771,"8,63,43,65,124.30",155822
23-Dec-2024,EQ,817.30,824.00,812.20,812.00,820.50,821.15,820.11,912.00,600.65,4933200,"4,04,57,77,516.70",127438
20-Dec-2024,EQ,834.90,836.00,810.00,832.80,814.00,812.00,819.20,912.00,600.65,10244198,"8,39,20,39,433.55",183839
19-Dec-2024,EQ,824.60,838.00,820.20,838.15,832.25,832.80,829.17,912.00,600.65,9453398,"7,83,84,54,819.80",192047
18-Dec-2024,EQ,851.00,852.00,837.00,850.55,840.80,838.15,840.95,912.00,600.65,8295338,"6,97,59,24,558.00",186668
17-Dec-2024,EQ,858.55,862.60,847.05,860.95,849.80,850.55,852.67,912.00,600.65,8791216,"7,49,60,29,790.20",193366
16-Dec-2024,EQ,859.80,866.40,857.80,861.55,860.65,860.95,861.45,912.00,600.65,6432713,"5,54,14,82,948.45",151330
13-Dec-2024,EQ,852.60,862.90,835.00,853.70,861.90,861.55,851.16,912.00,600.65,9379370,"7,98,33,45,804.15",228551
12-Dec-2024,EQ,861.50,864.30,851.15,861.60,853.40,853.70,854.33,912.00,600.65,8845103,"7,55,66,72,637.10",168059
11-Dec-2024,EQ,867.50,869.85,860.95,867.50,861.80,861.60,864.62,912.00,600.65,7006973,"6,05,83,37,344.15",167495
10-Dec-2024,EQ,861.80,868.95,858.05,858.05,868.30,867.50,863.66,912.00,600.65,7379849,"6,37,37,14,111.45",158185
09-Dec-2024,EQ,859.00,866.85,856.95,863.65,858.20,858.05,861.15,912.00,600.65,9630346,"8,29,32,12,615.95",186481
06-Dec-2024,EQ,865.25,875.45,857.00,865.45,862.95,863.65,866.72,912.00,584.55,14520568,"12,58,51,97,103.00",451441
05-Dec-2024,EQ,860.00,871.45,855.60,859.70,864.25,865.45,864.78,912.00,584.55,14716036,"12,72,61,61,186.90",242317
04-Dec-2024,EQ,853.95,864.00,850.30,853.95,858.55,859.70,858.15,912.00,584.55,10749716,"9,22,48,75,560.05",237875
03-Dec-2024,EQ,838.00,856.60,836.90,836.40,853.50,853.95,851.99,912.00,584.55,12186182,"10,38,25,22,739.05",235478
02-Dec-2024,EQ,838.95,842.00,832.70,838.95,837.05,836.40,836.12,912.00,584.55,6651119,"5,56,11,36,354.10",181197
29-Nov-2024,EQ,841.10,844.05,831.55,838.85,838.70,838.95,838.26,912.00,561.10,10822949,"9,07,23,92,177.65",181367
28-Nov-2024,EQ,834.10,845.80,830.50,834.10,840.55,838.85,838.80,912.00,561.10,13505677,"11,32,86,15,478.85",254541
27-Nov-2024,EQ,838.50,842.50,832.10,839.40,834.85,834.10,836.67,912.00,561.10,8375108,"7,00,72,42,077.95",151032
26-Nov-2024,EQ,844.00,846.70,835.55,844.45,838.30,839.40,840.11,912.00,561.10,8893744,"7,47,17,04,211.50",155469
25-Nov-2024,EQ,827.00,849.60,825.65,816.05,845.45,844.45,843.72,912.00,561.10,23434605,"19,77,22,51,993.95",300921
22-Nov-2024,EQ,786.00,819.95,784.05,780.75,814.55,816.05,807.63,912.00,555.15,20665405,"16,68,99,34,313.40",351754
21-Nov-2024,EQ,798.50,798.50,761.55,803.00,780.90,780.75,774.76,912.00,555.15,29486577,"22,84,48,78,143.80",546871
19-Nov-2024,EQ,819.00,820.30,800.10,814.30,802.40,803.00,809.12,912.00,555.15,13677029,"11,06,63,81,236.25",249377
18-Nov-2024,EQ,811.00,816.70,799.25,804.25,814.15,814.30,809.14,912.00,555.15,9322451,"7,54,31,33,216.15",224651
14-Nov-2024,EQ,808.65,818.00,801.05,808.65,805.95,804.25,807.42,912.00,555.15,9461484,"7,63,93,90,395.60",223899
13-Nov-2024,EQ,823.35,831.75,804.65,826.70,812.30,808.65,816.00,912.00,555.15,13756706,"11,22,55,33,633.65",281743
12-Nov-2024,EQ,852.50,853.40,824.30,847.65,826.05,826.70,835.44,912.00,555.15,11350729,"9,48,28,16,605.05",250017
11-Nov-2024,EQ,846.00,854.00,842.00,843.15,845.95,847.65,848.56,912.00,555.15,12621337,"10,70,99,37,374.20",263092
08-Nov-2024,EQ,859.60,863.50,834.20,859.60,841.10,843.15,847.86,912.00,555.15,26139105,"22,16,24,07,955.75",449937
07-Nov-2024,EQ,861.00,862.40,846.70,854.80,858.35,859.60,855.61,912.00,555.15,15283847,"13,07,70,81,939.55",222825
06-Nov-2024,EQ,849.20,861.40,846.20,849.20,855.85,854.80,855.57,912.00,555.15,15002433,"12,83,55,57,918.45",254740
05-Nov-2024,EQ,829.85,851.40,826.25,829.85,847.85,849.20,840.67,912.00,555.15,26254561,"22,07,14,34,410.80",425258
04-Nov-2024,EQ,822.70,837.50,807.10,821.20,830.25,829.85,821.64,912.00,555.15,14498161,"11,91,23,19,813.75",251372
01-Nov-2024,EQ,822.40,825.60,818.90,820.20,821.95,821.20,822.73,912.00,555.15,1637141,"1,34,69,29,440.80",49950
31-Oct-2024,EQ,820.00,828.00,813.55,822.45,821.10,820.20,819.50,912.00,555.15,13402324,"10,98,31,82,912.90",201887
30-Oct-2024,EQ,828.00,833.00,821.05,832.70,823.55,822.45,826.52,912.00,555.15,15977682,"13,20,59,42,901.50",216063
29-Oct-2024,EQ,796.00,834.85,790.50,792.05,832.05,832.70,815.53,912.00,555.15,28274791,"23,05,88,40,172.45",530275
28-Oct-2024,EQ,783.80,803.95,783.55,780.95,793.05,792.05,795.07,912.00,555.15,13757251,"10,93,79,25,921.65",301023
25-Oct-2024,EQ,798.00,800.75,772.00,794.55,782.85,780.95,782.04,912.00,543.20,9717125,"7,59,91,89,822.90",260505
24-Oct-2024,EQ,786.05,797.00,784.65,786.00,795.00,794.55,792.63,912.00,543.20,5607500,"4,44,46,63,312.50",133769
23-Oct-2024,EQ,790.00,792.60,779.80,790.40,785.20,786.00,786.04,912.00,543.20,13866198,"10,89,94,24,425.00",250789
22-Oct-2024,EQ,814.00,816.85,787.50,813.95,789.75,790.40,799.45,912.00,543.20,16645356,"13,30,71,44,297.60",344400
21-Oct-2024,EQ,824.70,826.45,809.00,820.40,813.00,813.95,815.24,912.00,543.20,10359618,"8,44,55,28,708.75",222340
18-Oct-2024,EQ,811.10,822.60,802.90,811.05,819.95,820.40,815.60,912.00,543.20,11704698,"9,54,63,86,592.90",228379
17-Oct-2024,EQ,809.50,819.50,806.00,805.45,811.30,811.05,812.93,912.00,543.20,18580553,"15,10,46,84,368.50",252352
16-Oct-2024,EQ,802.80,809.00,802.05,804.65,805.90,805.45,805.74,912.00,543.20,6494240,"5,23,26,80,725.80",134895
15-Oct-2024,EQ,805.50,807.50,801.60,805.15,805.00,804.65,804.80,912.00,543.20,6252104,"5,03,17,18,258.10",116721
14-Oct-2024,EQ,802.00,809.25,800.80,799.75,804.35,805.15,804.89,912.00,543.20,8967564,"7,21,79,24,843.80",187072
11-Oct-2024,EQ,797.20,802.70,793.00,797.10,799.00,799.75,796.96,912.00,543.20,14322720,"11,41,46,20,098.50",188510
10-Oct-2024,EQ,799.00,804.45,795.00,797.40,797.00,797.10,799.19,912.00,543.20,10241015,"8,18,45,02,967.70",208285
09-Oct-2024,EQ,786.70,804.35,782.05,781.45,795.80,797.40,796.77,912.00,543.20,18758697,"14,94,62,96,986.35",313365
08-Oct-2024,EQ,772.25,784.40,772.25,770.65,781.00,781.45,779.95,912.00,543.20,8560960,"6,67,70,95,737.45",216893
07-Oct-2024,EQ,800.00,804.00,765.40,796.65,774.00,770.65,779.47,912.00,543.20,24267990,"18,91,60,63,402.30",429825
04-Oct-2024,EQ,792.00,809.85,785.25,794.10,797.25,796.65,798.23,912.00,543.20,20097454,"16,04,24,68,814.10",287081
03-Oct-2024,EQ,789.90,804.00,784.30,796.95,793.00,794.10,793.84,912.00,543.20,15944135,"12,65,70,16,578.30",259077
01-Oct-2024,EQ,788.00,800.35,788.00,787.90,795.50,796.95,796.12,912.00,543.20,13280535,"10,57,29,65,170.25",219272
30-Sep-2024,EQ,801.90,802.60,786.45,802.65,788.00,787.90,791.89,912.00,543.20,15484573,"12,26,21,30,516.90",257965
27-Sep-2024,EQ,801.85,808.00,798.45,801.85,802.30,802.65,803.39,912.00,543.20,15193681,"12,20,64,36,482.05",231524
26-Sep-2024,EQ,796.00,803.00,791.60,793.10,802.00,801.85,796.93,912.00,543.20,23198842,"18,48,78,42,395.85",240672
25-Sep-2024,EQ,797.90,798.00,788.70,798.25,793.15,793.10,792.31,912.00,543.20,18465571,"14,63,04,27,178.90",222586
24-Sep-2024,EQ,799.25,804.25,796.50,801.85,797.90,798.25,801.04,912.00,543.20,15180653,"12,16,03,61,927.75",241147
23-Sep-2024,EQ,786.00,805.00,784.50,781.70,800.60,801.85,799.91,912.00,543.20,17309545,"13,84,60,48,008.90",323087
20-Sep-2024,EQ,794.85,794.85,779.50,789.95,784.50,781.70,785.43,912.00,543.20,21372244,"16,78,63,88,691.70",265805
19-Sep-2024,EQ,795.05,801.35,784.05,792.75,791.50,789.95,791.39,912.00,543.20,10645478,"8,42,47,36,778.30",218449
18-Sep-2024,EQ,783.80,794.75,782.00,782.90,790.75,792.75,791.27,912.00,543.20,18324412,"14,49,95,92,000.20",255355
17-Sep-2024,EQ,785.60,787.50,780.55,785.55,782.75,782.90,784.12,912.00,543.20,10665630,"8,36,31,82,377.75",223966
16-Sep-2024,EQ,790.85,795.00,784.40,790.85,786.55,785.55,788.19,912.00,543.20,9553736,"7,53,01,68,486.30",235580
13-Sep-2024,EQ,791.00,795.00,785.10,787.75,789.70,790.85,790.44,912.00,543.20,12950936,"10,23,69,36,227.10",337655
12-Sep-2024,EQ,775.00,789.90,772.75,768.60,786.50,787.75,780.47,912.00,543.20,17578964,"13,71,98,61,669.35",308964
11-Sep-2024,EQ,780.05,788.00,765.40,782.65,771.00,768.60,775.71,912.00,543.20,20060665,"15,56,12,42,684.15",307051
